index,daya_baterai,bluetooth,kecepatan_clock,dual_sim,kamera_depan,four_g,memori_internal,tebal_hp,berat_hp,jumlah_prosesor,kamera_belakang_mp,px_panjang,px_lebar,kapasitas_ram,panjang_layar,lebar_layar,waktu_telfon,three_g,touch_screen,wifi,price_range
1464,776,1,1.7,0,0,Ya,20,1.0,146,4,9,991,1803,685,15.0,11,7,1,1,1,0-<1000k
1737,987,1,1.9,0,4,Ya,52,0.5,83,3,8,419,736,2757,17.0,12,15,1,1,0,2000k-3000k
1156,1732,0,0.8,0,2,Tidak,61,0.3,172,5,3,201,656,3940,17.0,11,20,0,1,1,>3000k
173,1577,0,0.5,1,0,Ya,42,0.3,197,5,4,1045,1737,2060,19.0,6,12,1,0,0,2000k-3000k
690,1403,0,2.7,0,2,Ya,26,0.1,164,5,3,461,1251,3371,13.0,9,9,1,0,1,>3000k
827,1628,0,0.5,0,5,Ya,33,0.9,101,6,8,412,643,3361,16.0,10,13,1,0,0,>3000k
428,1197,0,1.3,0,3,Ya,20,0.5,149,6,7,649,1629,1797,19.0,5,4,1,1,1,1000k-<2000k
1491,1824,1,1.9,1,9,Ya,2,0.7,103,1,14,50,1105,3958,,2,19,1,1,0,>3000k
1139,831,0,2.4,0,10,Tidak,55,0.5,86,6,12,172,1239,1075,,11,3,1,1,0,0-<1000k
1739,1044,0,1.8,0,4,Ya,12,0.7,104,6,5,1230,1263,1794,18.0,7,19,1,1,1,1000k-<2000k
718,1108,0,1.0,0,3,Tidak,49,0.7,140,5,12,1298,1666,3254,,0,16,1,0,0,>3000k
282,1839,1,1.2,0,9,Ya,54,0.5,200,7,11,475,1493,927,19.0,10,18,1,0,1,1000k-<2000k
1508,1554,0,2.8,1,7,Tidak,23,0.1,105,6,18,699,1492,2184,13.0,9,20,1,0,1,2000k-3000k
1120,1018,0,2.2,0,8,Tidak,16,0.6,153,8,10,992,1433,3143,17.0,12,20,0,1,0,>3000k
1527,1837,0,1.0,1,5,Ya,12,0.9,103,8,6,1420,1539,2294,8.0,7,20,1,0,1,>3000k
635,701,1,0.7,0,7,Tidak,15,0.5,160,3,11,1002,1256,1756,6.0,3,17,1,1,1,1000k-<2000k
738,1936,1,1.9,1,13,Ya,34,0.2,182,7,14,591,1089,1671,6.0,1,9,1,0,1,1000k-<2000k
499,869,0,1.3,1,3,Tidak,34,0.1,104,2,4,478,539,3864,13.0,3,11,1,0,0,>3000k
1098,1827,1,0.8,0,4,Tidak,61,0.9,130,7,9,253,1764,2693,8.0,3,7,0,1,1,>3000k
1113,1341,1,2.1,1,0,Tidak,36,0.4,107,8,1,473,574,2200,18.0,14,15,0,1,0,1000k-<2000k
691,1486,0,2.6,0,7,Tidak,52,0.1,85,4,15,1430,1747,297,13.0,1,15,0,1,0,0-<1000k
1494,574,1,2.0,1,0,Ya,26,0.5,118,6,2,382,1364,1303,8.0,4,2,1,0,1,0-<1000k
0,842,0,2.2,0,1,Tidak,7,0.6,188,2,2,20,756,2549,9.0,7,19,0,0,1,1000k-<2000k
1416,1448,0,0.5,1,16,Tidak,2,0.2,100,5,19,846,1144,593,9.0,4,18,1,1,1,0-<1000k
1173,553,1,2.2,1,0,Ya,18,0.7,136,2,1,1287,1892,3300,,10,20,1,0,0,>3000k
926,1496,1,1.9,1,13,Tidak,38,0.1,126,4,14,501,506,1927,17.0,4,6,0,0,1,1000k-<2000k
1131,831,1,0.7,0,2,Ya,62,0.7,134,8,9,1482,1490,2573,16.0,12,18,1,0,1,2000k-3000k
1678,854,0,1.0,0,5,Ya,17,0.9,101,4,9,730,1148,3115,7.0,0,2,1,0,0,2000k-3000k
1586,546,1,2.6,1,5,Tidak,26,1.0,159,5,15,416,1658,1550,7.0,2,3,0,1,0,1000k-<2000k
1247,1566,1,0.5,1,0,Tidak,20,0.5,126,2,0,1603,1930,659,14.0,9,13,1,1,1,1000k-<2000k
1591,1830,0,0.5,0,0,Tidak,7,0.9,191,6,12,460,1583,2334,8.0,7,14,0,1,0,2000k-3000k
327,1995,1,0.5,0,6,Tidak,26,0.2,129,1,15,649,1104,1322,15.0,11,7,0,1,1,1000k-<2000k
102,543,0,0.5,0,0,Tidak,57,0.7,192,5,4,391,984,2413,17.0,14,15,1,0,0,1000k-<2000k
1347,1332,0,1.3,1,5,Ya,7,0.8,168,7,19,846,855,2790,19.0,11,10,1,1,0,2000k-3000k
213,1827,0,1.7,0,4,Ya,39,0.5,128,5,16,55,1020,2844,14.0,9,10,1,1,0,2000k-3000k
1159,504,0,2.8,1,0,Tidak,40,0.5,178,3,0,626,1195,470,6.0,0,16,1,0,0,0-<1000k
852,814,1,1.1,1,2,Tidak,41,0.8,177,2,10,1092,1406,1944,16.0,6,12,1,0,0,1000k-<2000k
246,862,1,0.8,1,3,Tidak,23,0.4,165,2,15,793,1758,278,16.0,3,11,0,0,1,0-<1000k
1970,1913,1,1.8,0,0,Tidak,29,0.6,111,5,4,675,742,2023,17.0,13,8,1,1,0,2000k-3000k
1626,841,0,0.5,0,6,Ya,11,0.3,81,5,14,125,675,957,6.0,5,11,1,1,0,0-<1000k
1816,584,1,1.7,1,1,Ya,19,0.4,199,4,4,919,1343,3996,,9,17,1,1,1,>3000k
1519,1335,1,3.0,0,3,Tidak,60,0.8,180,2,4,83,559,3615,5.0,2,9,1,0,0,>3000k
1690,1606,1,0.5,1,0,Ya,33,0.9,200,5,0,157,770,3437,11.0,1,2,1,0,0,>3000k
1225,721,0,0.5,1,6,Ya,6,0.4,194,4,9,1446,1988,530,8.0,4,8,1,0,1,0-<1000k
365,763,0,1.7,1,8,Ya,2,0.5,92,8,14,1028,1186,1050,6.0,4,8,1,1,0,0-<1000k
248,957,1,2.5,0,4,Tidak,7,0.8,107,5,10,1201,1485,1846,,5,7,1,0,1,1000k-<2000k
736,503,0,2.5,0,3,Tidak,57,0.6,185,6,11,778,1291,305,11.0,8,16,0,0,1,0-<1000k
26,519,1,1.6,1,7,Ya,51,0.3,132,4,19,550,645,3763,16.0,1,4,1,0,1,>3000k
836,902,1,0.6,1,0,Tidak,63,0.7,122,5,14,364,1360,3654,18.0,8,15,0,1,1,>3000k
1597,848,1,2.8,0,1,Tidak,8,0.1,103,7,3,7,1294,436,10.0,6,15,1,1,1,0-<1000k
1441,599,1,2.9,0,0,Ya,64,0.3,186,8,1,103,646,3396,5.0,3,7,1,0,0,2000k-3000k
1821,680,1,2.4,0,13,Ya,34,0.4,157,2,17,686,1418,3845,15.0,1,4,1,1,1,>3000k
680,658,1,2.7,0,0,Ya,12,0.9,103,7,3,1156,1750,3587,14.0,11,20,1,0,0,>3000k
1547,1611,0,0.5,1,4,Ya,27,0.9,199,1,10,163,1011,3078,15.0,2,6,1,0,1,2000k-3000k
1812,1565,1,0.5,0,0,Tidak,38,0.1,121,5,1,781,1364,308,19.0,17,7,1,1,1,0-<1000k
3,615,1,2.5,0,0,Tidak,10,0.8,131,6,9,1216,1786,2769,16.0,8,11,1,0,0,2000k-3000k
134,1652,1,1.1,1,1,Tidak,36,0.7,89,4,5,313,1264,2338,,8,20,0,0,0,2000k-3000k
837,787,1,0.5,0,15,Tidak,11,0.6,93,1,16,806,1423,2934,8.0,6,14,1,0,1,2000k-3000k
355,1610,1,2.9,0,7,Ya,64,0.9,181,4,12,1236,1280,941,8.0,4,9,1,1,0,1000k-<2000k
292,1995,1,1.9,0,6,Tidak,9,0.8,139,6,18,1830,1963,1203,14.0,12,18,1,1,1,2000k-3000k
698,1940,1,0.9,1,4,Tidak,17,0.7,93,5,7,112,858,2297,14.0,6,8,0,1,0,2000k-3000k
1048,1960,1,2.1,0,1,Tidak,7,0.2,165,7,9,868,877,3773,11.0,9,6,0,1,1,>3000k
1716,869,0,1.9,0,0,Tidak,2,0.6,197,7,3,519,533,3249,19.0,0,12,0,0,1,2000k-3000k
1987,618,1,1.0,0,9,Ya,13,0.1,80,4,15,591,724,1424,15.0,12,7,1,1,0,0-<1000k
369,1725,0,0.5,1,8,Ya,52,1.0,185,6,12,1125,1195,1243,19.0,18,5,1,1,1,1000k-<2000k
1776,1072,1,2.2,1,6,Tidak,19,0.4,114,8,16,380,877,2715,15.0,9,16,0,1,0,2000k-3000k
1659,770,1,,1,6,Tidak,61,0.2,196,4,9,603,1483,3473,7.0,3,4,0,0,1,>3000k
1249,504,1,2.8,1,2,Tidak,54,0.4,163,2,10,1207,1539,2378,17.0,11,2,1,0,0,2000k-3000k
226,1708,1,2.4,1,16,Ya,49,0.1,109,1,19,233,517,3388,6.0,4,16,1,1,1,>3000k
1393,1444,1,2.1,1,0,Tidak,6,0.9,103,1,1,1274,1340,712,17.0,5,10,0,0,0,0-<1000k
1298,1089,0,1.4,1,10,Tidak,2,0.1,153,7,20,211,1409,2620,7.0,5,13,1,0,0,2000k-3000k
339,1560,0,2.3,0,0,Ya,22,0.8,169,7,1,745,1364,1938,15.0,11,16,1,1,1,2000k-3000k
1443,1180,1,2.5,0,0,Ya,27,0.1,90,6,1,168,540,348,7.0,5,19,1,1,1,0-<1000k
1730,1607,0,1.1,1,6,Ya,20,1.0,192,2,8,776,1005,885,11.0,1,14,1,1,0,0-<1000k
603,1770,0,2.3,1,0,Tidak,7,0.8,128,7,6,886,1552,1480,6.0,1,17,1,0,0,1000k-<2000k
1468,1425,1,0.6,0,0,Ya,33,0.5,89,3,2,396,1648,3771,10.0,3,9,1,0,1,>3000k
1950,1561,1,1.6,1,1,Ya,27,0.8,174,3,10,662,874,1205,,7,3,1,1,0,1000k-<2000k
454,932,0,1.3,0,1,Tidak,64,0.7,154,7,2,1176,1224,3817,8.0,7,9,1,1,1,>3000k
63,1720,0,2.0,0,15,Ya,55,0.5,168,2,18,753,1353,2148,14.0,2,5,1,1,1,2000k-3000k
990,1483,1,2.6,1,13,Tidak,19,0.6,146,7,19,361,1552,1587,9.0,4,19,0,0,0,1000k-<2000k
1384,1163,1,1.9,0,6,Tidak,2,0.9,133,5,20,919,1076,1568,14.0,0,19,1,0,0,1000k-<2000k
237,1718,1,2.5,1,14,Ya,6,0.1,183,5,16,564,980,3755,7.0,1,8,1,1,1,>3000k
650,1315,1,2.6,0,7,Tidak,64,0.8,128,7,16,59,575,3278,6.0,3,13,0,0,0,2000k-3000k
112,867,0,1.4,1,0,Ya,4,0.7,135,6,1,70,1974,790,13.0,6,3,1,1,0,0-<1000k
1966,1583,0,1.2,1,0,Tidak,14,0.2,148,2,4,1171,1673,2498,13.0,6,8,0,0,1,2000k-3000k
1595,1206,0,3.0,1,10,Ya,30,0.6,127,3,13,1581,1713,1825,7.0,1,4,1,0,1,2000k-3000k
1676,1125,1,2.7,0,10,Tidak,23,0.4,117,1,14,774,939,1641,14.0,8,12,1,1,0,1000k-<2000k
577,934,0,1.1,0,7,Tidak,24,0.8,112,5,12,1111,1463,1017,,7,9,0,0,1,0-<1000k
126,826,1,2.4,1,0,Ya,58,0.3,88,4,1,179,786,2863,9.0,3,18,1,0,1,2000k-3000k
1283,840,0,1.2,1,5,Ya,15,0.3,178,6,8,526,1728,2636,,2,6,1,1,0,2000k-3000k
1008,1977,0,1.3,1,2,Tidak,31,0.4,173,8,6,1145,1356,2641,8.0,2,7,0,0,0,>3000k
1721,1174,1,0.9,0,7,Tidak,30,1.0,147,4,20,744,1244,804,17.0,14,16,0,1,1,0-<1000k
1602,1494,0,1.6,1,4,Ya,24,0.2,101,1,17,979,1190,3614,15.0,12,9,1,0,0,>3000k
1679,1470,1,1.7,1,6,Tidak,45,0.1,121,1,9,777,1090,3259,10.0,1,14,1,0,1,>3000k
851,757,0,2.3,1,5,Ya,58,0.2,163,4,7,535,697,3237,19.0,12,9,1,0,1,2000k-3000k
694,1310,0,1.4,0,0,Tidak,33,0.4,105,1,14,806,1016,1301,13.0,12,19,0,0,1,1000k-<2000k
137,866,0,0.5,1,5,Ya,46,0.5,179,8,7,692,1686,3825,,11,2,1,1,1,>3000k
1009,1881,0,2.2,0,4,Tidak,51,0.3,158,5,7,477,1553,1229,,0,14,1,0,0,1000k-<2000k
1631,612,1,0.5,1,1,Ya,20,0.8,179,8,6,1145,1487,3282,16.0,2,18,1,1,1,>3000k
7,1954,0,0.5,1,0,Tidak,24,0.8,187,4,0,512,1149,700,16.0,3,5,1,1,1,0-<1000k
502,1661,1,0.8,1,1,Ya,6,1.0,109,7,2,594,1337,864,9.0,8,2,1,0,1,1000k-<2000k
854,767,0,0.8,0,7,Ya,10,0.5,107,4,12,517,1995,2317,6.0,0,12,1,1,1,2000k-3000k
947,907,0,1.4,1,3,Tidak,42,0.2,151,1,16,171,507,584,11.0,9,6,1,0,0,0-<1000k
631,1063,1,1.1,0,0,Ya,26,0.8,101,5,2,1208,1232,3809,17.0,16,5,1,0,1,>3000k
1823,1493,0,,1,13,Tidak,53,0.5,102,5,16,240,1414,2083,19.0,15,20,0,1,1,2000k-3000k
929,1689,1,2.4,1,0,Ya,13,0.9,168,2,9,521,674,1172,,11,17,1,1,1,0-<1000k
1669,1487,0,,0,5,Ya,42,0.8,120,2,7,857,989,2003,,4,3,1,0,0,2000k-3000k
1844,504,1,1.0,0,8,Tidak,14,0.5,189,7,9,881,1129,1607,15.0,0,10,1,1,1,0-<1000k
407,652,1,2.4,1,9,Ya,17,0.7,173,5,11,77,559,1974,,10,12,1,0,0,0-<1000k
1949,757,1,0.9,1,4,Tidak,64,0.5,157,7,5,114,819,3433,6.0,5,10,1,1,0,2000k-3000k
357,880,0,2.0,1,1,Ya,50,0.5,194,7,3,1116,1381,827,15.0,9,6,1,0,1,0-<1000k
1377,1071,0,2.6,0,0,Tidak,49,0.3,199,4,5,1328,1970,3393,6.0,5,7,1,0,0,>3000k
153,1485,0,1.0,0,2,Ya,32,0.7,84,2,9,510,1013,2147,19.0,1,11,1,1,0,2000k-3000k
343,1034,1,2.7,1,6,Tidak,37,0.7,120,7,20,707,1199,3625,17.0,1,12,0,1,1,>3000k
305,1348,0,2.0,0,16,Tidak,52,0.3,98,3,20,1869,1942,955,18.0,11,7,1,1,1,1000k-<2000k
1801,1035,1,1.9,1,8,Tidak,11,1.0,173,6,10,831,1709,2002,17.0,8,5,1,1,0,1000k-<2000k
612,1836,1,2.1,1,0,Ya,30,0.2,184,7,15,276,1230,3072,7.0,3,5,1,1,0,>3000k
1581,1202,1,2.4,1,0,Tidak,19,0.1,122,2,1,404,1742,595,19.0,0,3,0,0,0,0-<1000k
280,1733,1,2.8,0,3,Ya,36,1.0,119,6,20,357,527,3576,17.0,16,9,1,0,0,>3000k
1725,1117,1,0.5,1,2,Tidak,21,0.1,177,2,19,495,1035,1999,15.0,9,2,1,0,1,1000k-<2000k
1939,1588,1,2.5,0,12,Ya,4,0.3,148,5,20,146,822,2506,5.0,3,11,1,0,0,2000k-3000k
1080,1076,0,2.5,0,3,Tidak,14,0.2,105,5,4,545,1300,2043,7.0,5,14,0,0,0,1000k-<2000k
400,1266,0,1.9,1,0,Ya,7,0.2,184,3,12,346,1468,2532,10.0,5,4,1,1,1,2000k-3000k
1497,1375,0,2.9,0,2,Tidak,20,0.4,147,6,7,596,679,3847,8.0,0,12,1,0,1,>3000k
468,765,0,2.9,0,0,Ya,18,0.1,153,7,0,6,793,1066,11.0,1,16,1,1,0,0-<1000k
1479,1806,1,2.0,1,2,Ya,54,0.1,117,1,11,347,727,3142,13.0,0,6,1,0,1,>3000k
1233,1164,1,2.6,1,0,Tidak,61,0.3,88,1,6,1107,1656,3859,11.0,10,17,0,1,0,>3000k
504,1661,1,1.4,0,0,Tidak,29,0.3,119,2,0,536,861,591,9.0,2,9,1,1,1,0-<1000k
534,1656,1,1.6,1,0,Tidak,16,1.0,117,7,2,320,899,2856,14.0,3,20,1,1,1,2000k-3000k
1016,551,1,2.8,0,0,Ya,54,0.1,172,7,15,169,1916,1414,6.0,1,19,1,0,1,0-<1000k
903,899,1,2.7,0,3,Ya,53,0.3,192,4,11,641,1638,2870,19.0,16,10,1,0,1,2000k-3000k
1609,1148,0,2.3,1,0,Ya,58,0.3,170,5,20,606,688,3127,10.0,7,11,1,0,0,2000k-3000k
550,1408,1,2.1,1,10,Tidak,45,0.9,89,5,14,613,1088,3952,8.0,6,3,0,0,1,>3000k
1794,1494,0,1.9,0,2,Ya,47,0.4,129,2,9,207,1177,3202,13.0,1,14,1,0,0,>3000k
1324,1507,1,0.9,1,0,Ya,42,0.4,123,5,0,682,888,1486,15.0,3,19,1,0,0,1000k-<2000k
1637,1695,1,0.5,1,2,Ya,47,0.5,189,5,13,308,1208,1629,8.0,6,11,1,1,0,1000k-<2000k
1130,1975,1,1.9,1,2,Tidak,31,0.9,151,1,17,775,1607,3022,13.0,5,19,0,0,1,>3000k
945,832,0,1.1,0,0,Ya,46,0.3,93,6,0,820,1366,3317,8.0,0,19,1,1,0,>3000k
163,1193,0,0.9,0,11,Tidak,26,0.5,166,1,20,730,1729,536,17.0,14,4,1,0,1,0-<1000k
336,580,1,1.2,1,0,Tidak,47,0.9,91,3,1,1086,1345,3451,15.0,1,11,1,1,0,>3000k
59,1063,0,1.4,1,2,Ya,48,1.0,128,5,4,127,683,2910,15.0,13,9,1,1,1,2000k-3000k
1118,618,1,2.2,1,0,Ya,63,0.9,138,2,1,853,1781,2574,14.0,3,5,1,1,0,2000k-3000k
1872,1745,0,2.9,0,0,Ya,3,0.9,105,3,0,426,1629,1308,5.0,0,2,1,1,0,1000k-<2000k
1933,897,1,2.0,0,3,Ya,2,0.6,154,8,10,0,994,1958,7.0,5,7,1,1,0,1000k-<2000k
1514,834,0,0.5,0,2,Ya,27,0.2,123,1,16,1421,1463,1591,11.0,9,20,1,1,0,1000k-<2000k
1772,1577,0,1.0,1,0,Ya,64,0.1,105,3,7,116,1432,2967,7.0,3,7,1,1,1,>3000k
449,1844,1,2.3,1,1,Tidak,51,0.7,158,8,3,533,882,1724,5.0,1,14,0,1,1,1000k-<2000k
855,1068,0,1.3,0,6,Ya,52,0.1,97,8,7,994,1500,1436,16.0,1,15,1,0,0,1000k-<2000k
1824,1762,0,0.6,0,3,Ya,26,0.1,83,6,14,525,704,2661,9.0,7,4,1,1,0,2000k-3000k
1569,1494,0,2.4,0,6,Ya,3,0.9,93,7,17,944,1003,1208,14.0,13,17,1,1,0,1000k-<2000k
1797,873,1,0.5,1,6,Tidak,8,0.6,152,7,9,1257,1411,575,15.0,8,7,1,0,1,0-<1000k
1532,970,1,1.3,1,5,Tidak,59,0.2,84,7,19,1765,1786,3675,,0,12,0,0,0,>3000k
437,1472,0,2.8,1,1,Tidak,36,0.5,130,6,10,1452,1744,985,,11,7,1,1,0,1000k-<2000k
1314,1901,1,0.5,0,5,Ya,41,0.6,131,2,17,3,1662,368,5.0,1,12,1,0,0,0-<1000k
1397,717,0,1.1,1,2,Ya,14,0.1,99,8,6,1878,1981,629,16.0,15,20,1,0,0,0-<1000k
786,774,1,2.8,0,7,Ya,55,0.9,124,3,18,8,896,3916,8.0,1,12,1,1,0,>3000k
873,603,1,0.7,1,0,Ya,64,0.2,156,6,0,1842,1968,604,10.0,4,8,1,1,1,0-<1000k
1848,1792,1,1.0,0,3,Ya,62,0.3,170,7,8,1626,1913,2563,18.0,14,15,1,0,1,>3000k
819,1236,0,0.9,1,2,Ya,57,0.1,188,1,14,517,809,1406,14.0,12,20,1,0,1,0-<1000k
1243,1180,1,1.2,0,5,Ya,50,1.0,144,4,20,925,1252,1464,7.0,3,20,1,1,1,1000k-<2000k
1457,840,0,0.9,1,6,Tidak,33,0.7,150,6,7,1482,1591,2072,10.0,8,19,0,1,0,2000k-3000k
1006,919,0,0.5,1,11,Tidak,13,0.3,159,1,15,275,570,1028,8.0,4,17,1,0,0,0-<1000k
586,704,1,2.7,0,8,Ya,29,0.2,80,1,10,1108,1509,1122,9.0,3,10,1,1,1,0-<1000k
1306,1426,1,0.8,0,2,Ya,42,0.6,84,3,10,715,1163,1356,15.0,9,16,1,0,1,1000k-<2000k
941,743,0,0.5,1,0,Ya,33,0.3,95,2,1,1587,1659,316,19.0,10,4,1,0,0,0-<1000k
348,869,1,1.0,0,7,Ya,57,0.6,118,1,15,1243,1584,2727,13.0,3,8,1,0,0,2000k-3000k
1651,1509,0,0.6,1,5,Tidak,50,0.3,81,4,8,1010,1684,1540,,8,3,1,1,0,1000k-<2000k
1028,957,1,0.7,0,0,Ya,4,0.1,160,2,0,38,1682,1898,,4,3,1,1,0,1000k-<2000k
1163,1930,1,2.0,0,11,Tidak,16,0.8,186,8,12,1901,1920,1783,17.0,3,13,0,0,1,2000k-3000k
463,965,1,,1,5,Tidak,13,1.0,109,2,14,130,998,1138,9.0,8,10,0,1,0,0-<1000k
1231,717,1,0.5,1,4,Tidak,10,0.6,198,1,5,217,1106,688,10.0,7,15,0,1,0,0-<1000k
1160,1159,0,2.7,0,13,Ya,28,0.2,80,8,18,378,751,2495,10.0,0,9,1,1,1,2000k-3000k
1875,868,1,0.9,0,5,Tidak,5,0.4,137,4,7,40,1311,1519,13.0,0,2,0,0,1,0-<1000k
1541,823,0,1.0,1,9,Ya,18,0.2,182,5,16,1180,1350,3894,13.0,10,9,1,1,0,>3000k
653,571,0,1.6,1,8,Tidak,35,0.2,186,7,20,177,1282,2598,13.0,5,8,1,1,0,1000k-<2000k
573,1900,1,0.5,1,0,Ya,55,0.9,171,1,1,934,1241,3917,15.0,5,18,1,0,1,>3000k
647,1762,1,2.7,1,13,Ya,25,0.9,189,1,14,300,527,1896,14.0,10,20,1,1,1,1000k-<2000k
595,652,0,0.5,1,1,Tidak,58,0.6,142,3,2,464,781,565,18.0,12,9,0,0,1,0-<1000k
890,1132,0,1.0,0,0,Tidak,8,0.1,157,1,4,1091,1293,1950,11.0,2,6,0,1,1,1000k-<2000k
1891,1367,0,2.9,0,4,Tidak,56,0.8,176,2,6,36,642,299,6.0,2,10,0,1,0,0-<1000k
1558,769,0,0.5,1,12,Ya,54,0.2,112,4,19,1385,1780,941,15.0,8,20,1,0,1,0-<1000k
1348,1498,1,1.2,1,0,Ya,14,0.1,191,4,1,111,1167,577,14.0,12,12,1,1,0,0-<1000k
1300,664,0,,0,5,Ya,6,0.9,164,2,19,1076,1472,3774,11.0,5,18,1,0,0,>3000k
1308,1496,1,1.3,1,0,Ya,6,0.5,85,3,9,549,1383,3571,16.0,1,11,1,1,1,>3000k
470,752,0,0.5,1,1,Tidak,48,0.7,87,7,13,164,728,3860,7.0,5,16,0,0,0,>3000k
1450,1249,1,0.5,0,3,Ya,55,0.8,140,3,8,605,1193,531,18.0,10,13,1,1,1,0-<1000k
800,1439,0,0.9,0,12,Ya,20,0.8,147,1,17,626,932,1790,19.0,12,15,1,0,1,1000k-<2000k
281,1429,0,,1,0,Ya,40,0.9,100,3,14,246,820,3945,11.0,7,18,1,0,1,>3000k
932,1485,0,2.8,0,3,Ya,44,0.1,138,4,14,341,774,3271,14.0,12,8,1,1,0,>3000k
732,984,1,0.5,0,13,Ya,42,0.8,98,7,17,1036,1611,898,16.0,8,13,1,1,0,0-<1000k
715,817,0,1.3,0,0,Tidak,11,0.5,144,3,11,722,766,2039,11.0,6,19,0,1,0,1000k-<2000k
832,1860,0,0.5,1,2,Ya,55,0.7,83,6,3,195,799,676,15.0,0,4,1,0,1,0-<1000k
951,633,1,1.4,0,0,Ya,46,0.7,102,6,10,709,1915,1401,19.0,14,11,1,1,0,1000k-<2000k
1144,1285,0,2.4,0,1,Ya,51,1.0,140,7,2,475,500,2094,8.0,0,10,1,0,0,1000k-<2000k
1338,1848,0,1.3,1,7,Tidak,12,0.1,178,2,19,195,533,3915,9.0,7,8,0,0,1,>3000k
1037,1104,0,1.7,0,1,Ya,60,0.4,199,2,13,653,1413,1229,6.0,0,3,1,1,1,0-<1000k
1615,1086,0,2.7,0,0,Ya,24,0.1,135,8,19,1874,1976,3930,17.0,1,18,1,1,1,>3000k
455,1747,1,0.9,0,6,Ya,48,0.7,94,3,19,947,1131,2362,17.0,2,19,1,1,0,2000k-3000k
584,946,1,2.6,1,16,Tidak,5,0.1,166,3,20,1698,1771,3720,15.0,7,4,0,1,0,>3000k
147,1461,0,2.4,1,3,Ya,40,0.5,141,7,4,1265,1298,3799,16.0,1,4,1,0,0,>3000k
160,1481,1,0.7,1,4,Ya,37,0.6,96,5,13,116,1533,2945,10.0,5,16,1,1,1,2000k-3000k
1111,1735,1,1.9,1,0,Ya,59,0.7,148,6,0,137,846,3230,6.0,1,9,1,1,0,>3000k
750,1276,1,2.9,1,2,Tidak,53,0.3,130,2,3,217,735,3798,19.0,10,8,1,1,1,>3000k
1117,1970,0,1.6,1,11,Ya,58,0.3,80,8,19,654,882,2372,14.0,12,2,1,1,0,2000k-3000k
859,623,0,2.0,0,2,Tidak,6,0.1,127,3,4,144,672,3657,17.0,3,19,1,1,0,2000k-3000k
952,1444,1,2.1,0,9,Tidak,38,0.4,104,7,16,624,917,3764,14.0,9,10,0,0,0,>3000k
1685,1521,1,1.6,0,5,Ya,62,0.3,143,1,9,678,1630,3555,5.0,2,19,1,0,0,>3000k
1331,1407,0,1.8,1,5,Ya,16,0.2,170,4,6,925,1206,1068,6.0,0,8,1,1,0,1000k-<2000k
1219,984,0,0.5,1,3,Ya,9,0.8,140,3,20,531,707,841,18.0,15,16,1,0,0,0-<1000k
1215,1898,0,1.8,1,3,Ya,56,0.2,185,7,4,444,739,2114,10.0,5,19,1,1,1,2000k-3000k
628,1359,1,0.5,1,1,Ya,58,0.5,107,6,3,446,901,1076,16.0,8,4,1,1,1,0-<1000k
1560,1872,0,0.5,0,5,Ya,26,0.5,172,4,10,672,1088,2273,8.0,4,8,1,0,1,2000k-3000k
606,1871,1,2.0,0,7,Ya,20,0.1,81,7,14,88,1682,2144,13.0,12,12,1,1,1,2000k-3000k
164,1441,0,2.1,1,11,Ya,3,0.1,118,8,17,577,1071,2317,16.0,4,7,1,0,1,2000k-3000k
106,1661,0,1.9,1,5,Tidak,23,1.0,172,5,10,846,1634,2676,,6,11,0,1,1,>3000k
1040,1154,0,0.5,0,12,Ya,14,0.7,156,7,14,251,1801,587,8.0,3,4,1,1,1,0-<1000k
1599,1166,1,0.5,0,7,Tidak,59,0.5,80,1,11,437,638,3887,8.0,6,7,1,0,1,>3000k
617,1109,1,2.7,1,1,Tidak,39,0.4,98,1,9,1391,1787,1524,15.0,10,7,1,1,1,1000k-<2000k
1682,1996,1,2.8,1,0,Ya,7,0.1,138,5,4,937,1083,1258,17.0,14,16,1,0,0,1000k-<2000k
1564,1273,1,0.7,0,1,Tidak,23,0.6,178,6,14,485,1399,558,8.0,5,13,1,0,0,0-<1000k
329,972,1,0.5,1,5,Tidak,13,0.4,193,5,8,1392,1795,1615,11.0,6,13,0,1,0,1000k-<2000k
480,1417,1,2.7,0,2,Ya,56,0.9,114,6,4,494,1649,590,11.0,3,6,1,0,1,0-<1000k
498,1926,1,1.7,1,1,Ya,33,0.4,172,3,2,982,1157,2488,6.0,1,14,1,0,0,2000k-3000k
1865,1748,1,0.5,1,11,Ya,53,0.5,114,4,20,718,1109,2633,16.0,0,9,1,0,0,2000k-3000k
1429,1581,1,1.0,0,9,Tidak,41,0.4,172,4,19,693,850,1384,19.0,9,2,0,1,1,1000k-<2000k
1722,1831,1,2.3,0,3,Ya,44,0.2,148,7,14,437,1113,2460,10.0,5,18,1,0,0,2000k-3000k
93,879,1,2.5,0,11,Ya,14,0.7,83,6,15,403,1105,349,16.0,10,2,1,0,1,0-<1000k
809,972,1,1.3,0,8,Tidak,44,0.7,82,7,10,297,589,3925,7.0,6,7,0,1,0,>3000k
433,1464,0,0.5,1,0,Ya,17,0.7,153,6,8,418,1341,1277,13.0,6,19,1,0,0,1000k-<2000k
1107,1396,0,2.4,1,0,Tidak,46,0.1,138,7,1,1191,1347,2389,7.0,3,15,0,0,1,2000k-3000k
